Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
I084,6,IEO,1,0,0,0,1,0,0,0,,no,no,no,no,no,,159,NL,38.5,441,6,D,5.5,R,51.8,-11.25
I085,6,DTU,5,2,2,1,0,0,0,0,Late atresia. Late spawning,no,yes,yes,no,no,,159,NL,38.9,416,6,D,5.8,R,51.8,-11.25
I086,6,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,164,NL,39.4,456,5,Cb,25.6,R,50.6667,-10.7333
I087,6,WMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,,164,NL,40.4,536,5,Cb,14,R,50.6667,-10.7333
I088,6,AZTI,5,2,0,1,0,0,1,0,POF4,no,yes,yes,yes,yes,,164,NL,43.4,585,6,D,15.6,R,50.6667,-10.7333
I089,6,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,164,NL,39.6,439,6,D,10.4,R,50.6667,-10.7333
I090,6,DTU,5,1,2,1,0,0,0,0,Longitudinal section. Late atresia,no,yes,yes,no,no,,164,NL,40.6,555,6,D,7.4,R,50.6667,-10.7333
I091,6,IMR,5,3,0,1,0,0,0,0,Lots of new POFs. Only one oocyte that is stage 5-3,no,yes,yes,no,yes,,,NL,37.6,368,5,Cb,12.5,R,51.8,-11.25
K001,3,IMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,74,ES,38,374.8,3,,26.3,R,46.75,-4.89
K002,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,12,74,ES,40.4,485.2,3,,43.3,R,46.75,-4.89
K003,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,74,ES,37.4,367.6,3,,36,R,46.75,-4.89
K004,3,IEO,4,0,0,0,0,0,1,0,,yes,no,no,no,no,13,74,ES,40.4,464,3,,47.7,R,46.75,-4.89
K005,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,74,ES,38.6,416,3,,30.8,R,46.75,-4.89
K006,3,IMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,74,ES,38.1,359.8,4,,38.6,R,46.75,-4.89
K007,3,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,38.3,420.6,3,,43.5,R,46.75,-4.89
K008,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,41.1,492,3,,39.8,R,46.75,-4.89
K009,3,IEO,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,74,ES,39.1,455.4,3,,33.8,R,46.75,-4.89
K010,3,DTU,5,1,0,0,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,9,74,ES,38.7,415,3,,47.4,R,46.75,-4.89
K011,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,11,74,ES,38.8,463.4,3,,40.7,R,46.75,-4.89
K012,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,74,ES,39.7,432.6,3,,52.9,R,46.75,-4.89
K013,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,39,418.8,3,,44.8,R,46.75,-4.89
K014,3,IEO,5,3,0,1,0,0,1,0,Possible presence of hyaline eggs. Very doubtful.,no,yes,yes,yes,yes,11,74,ES,38.4,424.4,4,,43.6,R,46.75,-4.89
K015,3,DTU,5,2,0,0,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,yes,9,74,ES,39.4,406.8,4,,43.7,R,46.75,-4.89
K016,3,IMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,74,ES,40.2,462.6,3,,23.9,R,46.75,-4.89
K017,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,74,ES,39.5,424.8,5,,26.3,R,46.75,-4.89
K018,3,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,40.7,478.2,3,,42.1,R,46.75,-4.89
K019,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,12,74,ES,40,480.2,4,,42.7,R,46.75,-4.89
K020,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,37.6,409,3,,33.4,R,46.75,-4.89
K021,3,IMR,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,6,74,ES,36.9,373.4,4,,35.3,R,46.75,-4.89
K022,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,74,ES,37.6,394.6,3,,32,R,46.75,-4.89
K023,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,37.4,403,3,,33.3,R,46.75,-4.89
K024,3,IEO,3,0,0,0,0,0,0,0,,yes,no,no,no,no,11,74,ES,38.9,450.2,3,,35.6,R,46.75,-4.89
K025,3,DTU,4,0,0,1,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,11,74,ES,38.9,444,3,,52.2,R,46.75,-4.89
K026,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,74,ES,37.5,403.8,3,,33.8,R,46.75,-4.89
K027,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,13,74,ES,40.5,491.4,4,,42.5,R,46.75,-4.89
K028,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,38.8,452.8,3,,36.2,R,46.75,-4.89
K029,3,IEO,4,0,0,0,0,0,1,0,Only one early alpha atresia.,yes,no,no,no,no,8,74,ES,39.7,442.4,3,,33.5,R,46.75,-4.89
K030,3,DTU,4,0,0,0,0,0,0,0,Many oocytes are popped out,yes,no,no,no,no,6,74,ES,36.1,337.2,3,,33.8,R,46.75,-4.89
K031,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,7,74,ES,38.6,408,3,,37.4,R,46.75,-4.89
K032,3,WMR,3,0,0,0,0,0,0,0,"No slide B present, slide A and C show different results, Beta atresia and stage 3 in A will B shows stage 4",yes,no,no,no,no,9,74,ES,39.4,440.2,3,,36.7,R,46.75,-4.89
K033,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,40,453,3,,47.7,R,46.75,-4.89
K034,3,IEO,5,2,0,0,0,0,0,0,,no,yes,yes,no,yes,10,74,ES,38.3,395.6,4,,39.2,R,46.75,-4.89
K035,3,DTU,5,3,1,0,0,0,0,0,,no,yes,yes,no,no,10,74,ES,39.7,475.2,4,,69.7,R,46.75,-4.89
K036,3,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,12,74,ES,41.5,525,4,,69,R,46.75,-4.89
K037,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,9,74,ES,39.2,452.8,3,,39.5,R,46.75,-4.89
K038,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,74,ES,37.2,377,3,,39.8,R,46.75,-4.89
K039,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,39.2,470,3,,44.4,R,46.75,-4.89
K040,3,DTU,4,0,0,0,0,0,0,0,Many oocytes are popped out,yes,no,no,no,no,9,74,ES,40.2,548.6,3,,53.7,R,46.75,-4.89
K041,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,74,ES,39.3,384,3,,33.9,R,46.75,-4.89
K042,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,39.2,417.8,3,,43.1,R,46.75,-4.89
K043,3,AZTI,,,,,,,,1,OVARY NOT WELL PRESERVED,no,no,no,no,no,9,74,ES,38.2,435.4,3,,47.2,R,46.75,-4.89
K044,3,IEO,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,,74,ES,38.8,427,4,,42.2,R,46.75,-4.89
K045,3,DTU,4,0,0,0,0,0,0,0,Many oocytes are popped out,yes,no,no,no,no,11,74,ES,41.2,467.6,3,,47.6,R,46.75,-4.89
K046,3,IMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,74,ES,39,400.2,3,,33.4,R,46.75,-4.89
K047,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,6,74,ES,37.6,378.6,3,,32.1,R,46.75,-4.89
K048,3,AZTI,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,11,74,ES,40.1,460,4,,50.5,R,46.75,-4.89
K049,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,9,74,ES,39.2,406.2,5,,49.2,R,46.75,-4.89
K050,3,DTU,4,0,0,0,0,0,0,0,Many oocytes are popped out. Maybe early POF,yes,no,no,no,no,9,74,ES,38.2,407,3,,38.7,R,46.75,-4.89
K051,3,IMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,74,ES,39.6,478.4,3,,38.3,R,46.75,-4.89
K052,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,38.3,390.8,3,,39,R,46.75,-4.89
K053,3,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,11,74,ES,38,398,4,,44.8,R,46.75,-4.89
K054,3,IEO,3,0,0,0,0,0,0,0,,yes,no,no,no,no,12,74,ES,39.2,427,3,,38.1,R,46.75,-4.89
K055,3,DTU,5,1,0,1,0,0,0,0,Many oocytes are popped out. POF state 3-4,no,yes,yes,no,no,10,74,ES,39.3,411.4,3,,49.1,R,46.75,-4.89
K056,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,74,ES,37,352.8,4,,34.4,R,46.75,-4.89
K057,3,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,10,74,ES,40.6,465.4,4,,40.1,R,46.75,-4.89
K058,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,38.8,401.2,3,,39.6,R,46.75,-4.89
K059,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,10,74,ES,38.6,422.2,3,,29.6,R,46.75,-4.89
K060,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,11,74,ES,39.5,522.4,3,,44.7,R,46.75,-4.89
K061,3,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,74,ES,39.2,417.2,4,,44.8,D,46.75,-4.89
K062,3,WMR,5,2,0,1,0,0,0,0,Late atresia in sample,no,yes,yes,no,yes,12,74,ES,41,499.6,4,,50.5,D,46.75,-4.89
K063,3,AZTI,5,3,0,0,0,0,0,0,,no,yes,yes,no,yes,9,74,ES,38.6,414,4,,51.3,D,46.75,-4.89
K064,3,IEO,5,2,2,1,0,0,0,0,,no,yes,yes,no,no,4,74,ES,36.2,332.2,4,,40.9,D,46.75,-4.89
K065,3,DTU,5,3,1,1,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,8,74,ES,38.9,482,4,,56.3,D,46.75,-4.89
K066,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,77,ES,37.1,355.2,3,,37.6,R,47.3435,-6.122
K067,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,77,ES,38,375,3,,28,R,47.3435,-6.122
K068,3,AZTI,5,2,0,0,0,0,0,0,,no,yes,yes,no,yes,10,77,ES,39.7,439.8,4,,40.8,R,47.3435,-6.122
K069,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,77,ES,36.7,341.2,3,,30.7,R,47.3435,-6.122
K070,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,77,ES,36.4,351.2,3,,31.9,R,47.3435,-6.122
K071,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,77,ES,36.1,299,3,,22.7,R,47.3435,-6.122
K072,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,7,77,ES,38.2,390,3,,40.7,R,47.3435,-6.122
K073,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,77,ES,36,339.2,4,,44.1,R,47.3435,-6.122
K074,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,77,ES,36.4,404.2,3,,37.1,R,47.3435,-6.122
K075,3,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,5,77,ES,36.3,334.6,3,,32.5,R,47.3435,-6.122
K076,3,IMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,77,ES,40.2,424.6,3,,25.1,R,47.3435,-6.122
K077,3,WMR,4,0,0,1,0,0,0,0,Late atresia and old POF in sample,no,yes,yes,no,no,4,82,ES,35.2,290,4,,30.3,R,46.92,-7.12
K078,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,82,ES,34.7,278.7,3,,15.1,R,46.92,-7.12
K079,3,IEO,5,3,0,1,0,0,0,0,Possible presence of hyaline eggs. Very doubtful.,no,yes,yes,no,yes,5,82,ES,35.8,289.3,4,,22.9,R,46.92,-7.12
K080,3,DTU,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,82,ES,38.3,383.2,4,,37.8,R,46.92,-7.12
K081,3,IMR,4,0,0,0,1,0,1,0,lot of atresia,no,no,no,no,no,2,82,ES,31.9,182.2,3,,8.6,R,46.92,-7.12
K082,3,WMR,4,0,0,0,0,0,1,0,Late atresia in sample,yes,no,no,no,no,5,82,ES,36.2,347,3,,37.8,R,46.92,-7.12
K083,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,2,82,ES,32.5,210.8,3,,13.1,R,46.92,-7.12
K084,3,IEO,4,0,0,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,3,82,ES,31.6,207.2,3,,8.4,R,46.92,-7.12
K085,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,82,ES,35.2,294,3,,28.8,R,46.92,-7.12
K086,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,3,82,ES,35.2,296.4,3,,21.3,R,46.92,-7.12
K087,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,82,ES,34.7,287.5,3,,21.5,R,46.92,-7.12
K088,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,82,ES,33.8,269.4,3,,18.5,R,46.92,-7.12
K089,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,34.7,280.4,3,,24.7,R,46.92,-7.12
K090,3,DTU,4,0,2,1,0,0,1,0,,no,yes,yes,yes,no,8,82,ES,37.9,355.6,4,,20.4,R,46.92,-7.12
K091,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,3,82,ES,32,188.1,3,,10.6,R,46.92,-7.12
K092,3,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,3,82,ES,33.8,274.3,4,,33,R,46.92,-7.12
K093,3,AZTI,5,3,0,0,0,1,1,0,,no,yes,no,no,no,3,82,ES,32.7,223.6,4,,9.4,R,46.92,-7.12
K094,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,4,82,ES,35.4,297,3,,19.1,R,46.92,-7.12
K095,3,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,82,ES,36.6,323,3,,25.5,R,46.92,-7.12
K096,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,82,ES,38.5,409.6,3,,42.7,R,46.92,-7.12
K097,3,WMR,4,0,0,1,0,0,0,0,Bad quality tissue difficult to see if there is early alpha atresia. Late atresiais present,no,yes,yes,no,no,2,82,ES,33.3,229.7,4,,11.6,R,46.92,-7.12
K098,3,AZTI,5,3,0,1,0,1,1,0,,no,yes,no,no,no,2,82,ES,31.4,193.3,4,,11.3,R,46.92,-7.12
K099,3,IEO,5,1,1,1,0,0,0,0,,no,yes,yes,no,no,3,82,ES,31.7,213.1,3,,23.9,R,46.92,-7.12
K100,3,DTU,4,0,2,1,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,5,82,ES,35.7,322.4,3,,29.2,R,46.92,-7.12
K101,3,IMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,82,ES,35.1,284,3,,17.5,R,46.92,-7.12
K102,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,82,ES,30.9,173.8,3,,14,R,46.92,-7.12
K103,3,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,2,82,ES,30.8,192.3,5,,6.1,R,46.92,-7.12
K104,3,IEO,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,34.2,266.2,3,,19.6,R,46.92,-7.12
K105,3,DTU,3,0,0,0,0,0,0,0,,yes,no,no,no,no,5,82,ES,35.8,340.0,3,,20.7,R,46.92,-7.12
K106,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,82,ES,32.7,216.4,3,,15.8,R,46.92,-7.12
K107,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,4,82,ES,35.1,247.7,4,,15.5,R,46.92,-7.12
K108,3,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,82,ES,36,325.8,3,,41.1,R,46.92,-7.12
K109,3,IEO,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,6,82,ES,35,241.9,4,,17.3,R,46.92,-7.12
K110,3,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,2,82,ES,30.5,165,4,,11.7,R,46.92,-7.12
K111,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,4,82,ES,36.4,335.2,4,,34.7,R,46.92,-7.12
K112,3,WMR,4,0,0,0,0,0,0,0,Bad quality slide,yes,no,no,no,no,5,82,ES,34.3,270,4,,30.7,R,46.92,-7.12
K113,3,AZTI,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,3,82,ES,31.6,186.3,4,,10.3,R,46.92,-7.12
K114,3,IEO,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,7,82,ES,37.7,335.8,4,,33,R,46.92,-7.12
K115,3,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,2,82,ES,31.8,176.1,4,,6.2,R,46.92,-7.12
K116,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,85,ES,38.6,365.4,3,,26.1,R,48.6767,-9.5757
K117,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,85,ES,39.1,415.6,3,,26.8,R,48.6767,-9.5757
K118,3,AZTI,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,7,85,ES,37.1,339,3,,24.9,R,48.6767,-9.5757
K119,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,85,ES,39.7,444.6,3,,35,R,48.6767,-9.5757
K120,3,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,85,ES,37.4,328.2,3,,20.8,R,48.6767,-9.5757
K121,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,11,85,ES,39.1,381.8,4,,30.8,R,48.6767,-9.5757
K122,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,85,ES,35.8,303.4,3,,25,R,48.6767,-9.5757
K123,3,AZTI,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,6,85,ES,36.3,313.4,3,,23.3,R,48.6767,-9.5757
K124,3,IEO,4,0,2,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,9,85,ES,38.1,372,3,,14.5,R,48.6767,-9.5757
K125,3,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,85,ES,34.8,279.8,3,,26.6,R,48.6767,-9.5757
K126,3,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,4,85,ES,36.4,343.2,3,,37.4,R,48.6767,-9.5757
K127,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,10,85,ES,39.6,347.7,3,,25.2,R,48.6767,-9.5757
K128,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,85,ES,39.4,436.2,3,,33.5,R,48.6767,-9.5757
K129,3,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,7,85,ES,37.4,349.4,4,,22.4,R,48.6767,-9.5757
K130,3,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,5,85,ES,36.6,307.2,3,,29.5,R,48.6767,-9.5757
K131,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,85,ES,38.4,379.2,4,,21.5,R,48.6767,-9.5757
K132,3,WMR,4,0,0,1,0,0,0,0,old + new POF's,no,yes,yes,no,no,4,85,ES,36.2,328,3,,29.1,R,48.6767,-9.5757
K133,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,85,ES,36.2,350.2,3,,28.8,R,48.6767,-9.5757
K134,3,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,11,85,ES,38.5,392.4,4,,27.4,R,48.6767,-9.5757
K135,3,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,4,85,ES,34,263.1,3,,28.5,R,48.6767,-9.5757
K136,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,85,ES,37.8,361.2,3,,32,R,48.6767,-9.5757
K137,3,WMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,7,85,ES,37.1,327.2,4,,27.3,R,48.6767,-9.5757
K138,3,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,4,85,ES,35.9,346,3,,22.9,R,48.6767,-9.5757
K139,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,5,85,ES,36.1,322.2,3,,19.4,R,48.6767,-9.5757
K140,3,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,85,ES,38.9,387.6,3,,29.6,R,48.6767,-9.5757
K141,3,IMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,9,85,ES,38.6,417.4,5,,28.1,R,48.6767,-9.5757
K142,3,WMR,4,0,0,1,0,0,0,0,Late atresia in sample,no,yes,yes,no,no,7,85,ES,36.8,328.8,3,,17.8,R,48.6767,-9.5757
K143,3,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,4,85,ES,34.7,305.8,4,,28.6,R,48.6767,-9.5757
K144,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,3,85,ES,33.7,292,3,,19.1,R,48.6767,-9.5757
K145,3,DTU,4,0,0,1,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,8,85,ES,37.9,374,3,,25.2,R,48.6767,-9.5757
K146,3,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,6,85,ES,35.7,302.4,4,,22.3,R,48.6767,-9.5757
K147,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,4,85,ES,34.2,266.6,3,,22,R,48.6767,-9.5757
K148,3,AZTI,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,6,85,ES,36.9,354,4,,46.1,R,48.6767,-9.5757
K149,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,85,ES,38.6,418.6,3,,42.7,R,48.6767,-9.5757
K150,3,DTU,3,0,0,0,0,0,0,0,,yes,no,no,no,no,7,85,ES,39.7,387.4,3,,10.5,R,48.6767,-9.5757
K151,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,85,ES,38.3,412.6,3,,28.6,R,48.6767,-9.5757
K152,3,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,8,85,ES,39.7,452,3,,26.7,R,48.6767,-9.5757
K153,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,85,ES,36.6,361.8,4,,41.4,R,48.6767,-9.5757
K154,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,4,85,ES,34.8,251.9,3,,10.1,R,48.6767,-9.5757
K155,3,DTU,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,85,ES,36.4,328.2,3,,25.7,R,48.6767,-9.5757
K156,3,IMR,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,5,85,ES,36.5,328.6,4,,25.8,R,48.6767,-9.5757
K157,3,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,6,85,ES,39.2,368.4,4,,20.2,R,48.6767,-9.5757
K158,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,9,85,ES,38.3,387.8,4,,21.1,R,48.6767,-9.5757
K159,3,IEO,5,3,1,1,0,0,0,0,Numerous hyaline eggs in the central lumen.,no,yes,yes,no,no,11,85,ES,37.8,351.8,4,,32.7,R,48.6767,-9.5757
K160,3,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,10,85,ES,37.6,374,4,,30.6,R,48.6767,-9.5757
K161,3,IMR,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,88,ES,38.1,371.2,4,,14.1,R,46.2512,-4.1528
K162,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,3,88,ES,36.9,360.4,3,,20.9,R,46.2512,-4.1528
K163,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,38.6,424.6,3,,38.7,R,46.2512,-4.1528
K164,3,IEO,5,3,0,1,0,0,1,0,Possible presence of hyaline eggs. Very doubtful.,no,yes,yes,yes,yes,7,88,ES,36,353.4,4,,38.5,R,46.2512,-4.1528
K165,3,DTU,5,1,0,1,0,0,0,0,Many oocytes are popped out,no,yes,yes,no,no,8,88,ES,39.4,429.6,4,,44.4,R,46.2512,-4.1528
K166,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,88,ES,39.1,363,3,,18.1,R,46.2512,-4.1528
K167,3,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,88,ES,40.5,451.2,4,,32.3,R,46.2512,-4.1528
K168,3,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,10,88,ES,41.2,467.2,4,,57.4,R,46.2512,-4.1528
K169,3,IEO,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,5,88,ES,36.2,317.4,3,,27.7,R,46.2512,-4.1528
K170,3,DTU,5,2,0,1,0,1,1,0,,no,yes,no,no,no,4,88,ES,36,283.6,3,,11,R,46.2512,-4.1528
K171,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,88,ES,34,260.4,3,,18.9,R,46.2512,-4.1528
K172,3,WMR,5,3,0,1,0,0,1,0,lots of POF and old atresia,no,yes,yes,yes,yes,10,88,ES,37.4,341.2,3,,16,R,46.2512,-4.1528
K173,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,3,88,ES,33.3,269.8,3,,14,R,46.2512,-4.1528
K174,3,IEO,5,1,1,1,0,0,1,0,Numerous hyaline eggs in the central lumen.,no,yes,yes,yes,no,6,88,ES,34.5,256.3,4,,23.1,R,46.2512,-4.1528
K175,3,DTU,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,88,ES,39.2,466,4,,50.5,R,46.2512,-4.1528
K176,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,88,ES,37.7,398.6,3,,21.4,R,46.2512,-4.1528
K177,3,WMR,5,3,0,1,0,0,0,0,old POF,no,yes,yes,no,yes,10,88,ES,39.6,443.4,4,,52.8,R,46.2512,-4.1528
K178,3,AZTI,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,37.5,362.4,4,,18.8,R,46.2512,-4.1528
K179,3,IEO,4,0,1,1,0,0,1,0,,no,yes,yes,yes,no,10,88,ES,41,461.2,4,,29.5,R,46.2512,-4.1528
